Date,Departments and Agencies,Tenure,Employees
201512,Department of Justice Canada,Casual,107
201512,Department of Justice Canada,Indeterminate,4038
201512,Department of Justice Canada,Student,39
201512,Department of Justice Canada,Term,288
201512,Economic Development Agency of Canada for the Regions of Quebec,Casual,25
201512,Economic Development Agency of Canada for the Regions of Quebec,Indeterminate,267
201512,Economic Development Agency of Canada for the Regions of Quebec,Student,12
201512,Economic Development Agency of Canada for the Regions of Quebec,Term,25
201512,Elections Canada,Casual,103
201512,Elections Canada,Indeterminate,323
201512,Elections Canada,Student,21
201512,Elections Canada,Term,235
201512,Employment and Social Development Canada,Casual,641
201512,Employment and Social Development Canada,Indeterminate,16839
201512,Employment and Social Development Canada,Student,509
201512,Employment and Social Development Canada,Term,4089
201512,Environment and Climate Change Canada,Casual,169
201512,Environment and Climate Change Canada,Indeterminate,5557
201512,Environment and Climate Change Canada,Student,318
201512,Environment and Climate Change Canada,Term,304
201512,Farm Products Council of Canada,Casual,1
201512,Farm Products Council of Canada,Indeterminate,17
201512,Farm Products Council of Canada,Term,2
201512,Federal Economic Development Agency for Southern Ontario,Casual,14
201512,Federal Economic Development Agency for Southern Ontario,Indeterminate,177
201512,Federal Economic Development Agency for Southern Ontario,Student,6
201512,Federal Economic Development Agency for Southern Ontario,Term,16
201512,Federal Judges not part of any department,Indeterminate,1150
201512,Financial Consumer Agency of Canada,Casual,9
201512,Financial Consumer Agency of Canada,Indeterminate,76
201512,Financial Consumer Agency of Canada,Student,2
201512,Financial Consumer Agency of Canada,Term,5
201512,Financial Transactions and Reports Analysis Centre of Canada,Indeterminate,317
201512,Financial Transactions and Reports Analysis Centre of Canada,Student,19
201512,Financial Transactions and Reports Analysis Centre of Canada,Term,21
201512,Fisheries and Oceans Canada,Casual,340
201512,Fisheries and Oceans Canada,Indeterminate,8229
201512,Fisheries and Oceans Canada,Student,94
201512,Fisheries and Oceans Canada,Term,979
201512,Global Affairs Canada,Casual,153
201512,Global Affairs Canada,Indeterminate,5219
201512,Global Affairs Canada,Student,135
201512,Global Affairs Canada,Term,282
201512,Health Canada,Casual,234
201512,Health Canada,Indeterminate,8086
201512,Health Canada,Student,200
201512,Health Canada,Term,541
201512,Immigration and Refugee Board of Canada,Casual,51
201512,Immigration and Refugee Board of Canada,Indeterminate,715
201512,Immigration and Refugee Board of Canada,Student,20
201512,Immigration and Refugee Board of Canada,Term,148
201512,"Immigration, Refugees and Citizenship Canada",Casual,424
201512,"Immigration, Refugees and Citizenship Canada",Indeterminate,4361
201512,"Immigration, Refugees and Citizenship Canada",Student,130
201512,"Immigration, Refugees and Citizenship Canada",Term,1131
201512,Indian Oil and Gas Canada,Casual,5
201512,Indian Oil and Gas Canada,Indeterminate,71
201512,Indian Oil and Gas Canada,Student,7
201512,Indian Oil and Gas Canada,Term,6
201512,Indian Residential Schools Truth and Reconciliation Commission,Term,2
201512,Indigenous and Northern Affairs Canada,Casual,202
201512,Indigenous and Northern Affairs Canada,Indeterminate,3832
201512,Indigenous and Northern Affairs Canada,Student,251
201512,Indigenous and Northern Affairs Canada,Term,245
201512,Infrastructure Canada,Casual,11
201512,Infrastructure Canada,Indeterminate,318
201512,Infrastructure Canada,Student,18
201512,Infrastructure Canada,Term,5
201512,"Innovation, Science and Economic Development Canada",Casual,79
201512,"Innovation, Science and Economic Development Canada",Indeterminate,4421
201512,"Innovation, Science and Economic Development Canada",Student,123
201512,"Innovation, Science and Economic Development Canada",Term,131
201512,International Joint Commission,Casual,4
201512,International Joint Commission,Indeterminate,25
201512,International Joint Commission,Student,3
201512,International Joint Commission,Term,3
201512,Library and Archives Canada,Casual,43
201512,Library and Archives Canada,Indeterminate,764
201512,Library and Archives Canada,Student,11
201512,Library and Archives Canada,Term,128
201512,Military Grievances External Review Committee,Casual,1
201512,Military Grievances External Review Committee,Indeterminate,33
201512,Military Grievances External Review Committee,Term,3
201512,Military Police Complaints Commission of Canada,Casual,1
201512,Military Police Complaints Commission of Canada,Indeterminate,22
201512,Military Police Complaints Commission of Canada,Student,1
201512,Military Police Complaints Commission of Canada,Term,2
201512,National Defence,Casual,533
201512,National Defence,Indeterminate,20824
201512,National Defence,Student,239
201512,National Defence,Term,710
201512,National Energy Board,Casual,6
201512,National Energy Board,Indeterminate,409
201512,National Energy Board,Student,3
201512,National Energy Board,Term,34
201512,National Film Board,Indeterminate,326
201512,National Film Board,Term,56
201512,National Research Council Canada,Indeterminate,3116
201512,National Research Council Canada,Term,583
201512,Natural Resources Canada,Casual,146
201512,Natural Resources Canada,Indeterminate,3508
201512,Natural Resources Canada,Student,144
201512,Natural Resources Canada,Term,214
201512,Office of the Auditor General of Canada,Casual,1
201512,Office of the Auditor General of Canada,Indeterminate,523
201512,Office of the Auditor General of Canada,Student,15
201512,Office of the Auditor General of Canada,Term,38
201512,Office of the Commissioner for Federal Judicial Affairs Canada,Casual,6
201512,Office of the Commissioner for Federal Judicial Affairs Canada,Indeterminate,48
201512,Office of the Commissioner for Federal Judicial Affairs Canada,Term,2
201512,Office of the Commissioner of Lobbying of Canada,Casual,1
201512,Office of the Commissioner of Lobbying of Canada,Indeterminate,24
201512,Office of the Commissioner of Lobbying of Canada,Term,1
201512,Office of the Commissioner of Official Languages,Casual,3
201512,Office of the Commissioner of Official Languages,Indeterminate,148
201512,Office of the Commissioner of Official Languages,Student,4
201512,Office of the Commissioner of Official Languages,Term,6
201512,Office of the Governor General's Secretary,Casual,10
201512,Office of the Governor General's Secretary,Indeterminate,141
201512,Office of the Governor General's Secretary,Student,1
201512,Office of the Governor General's Secretary,Term,11
201512,Office of the Public Sector Integrity Commissioner of Canada,Indeterminate,26
201512,Office of the Public Sector Integrity Commissioner of Canada,Term,1
201512,Office of the Superintendent of Financial Institutions Canada,Casual,6
201512,Office of the Superintendent of Financial Institutions Canada,Indeterminate,628
201512,Office of the Superintendent of Financial Institutions Canada,Student,4
201512,Office of the Superintendent of Financial Institutions Canada,Term,26
201512,Offices of the information and Privacy Commissioners of Canada,Casual,16
201512,Offices of the information and Privacy Commissioners of Canada,Indeterminate,224
201512,Offices of the information and Privacy Commissioners of Canada,Student,7
201512,Offices of the information and Privacy Commissioners of Canada,Term,7
201512,Parks Canada,Casual,66
201512,Parks Canada,Indeterminate,3271
201512,Parks Canada,Student,84
201512,Parks Canada,Term,506
201512,Parole Board of Canada,Casual,20
201512,Parole Board of Canada,Indeterminate,341
201512,Parole Board of Canada,Student,7
201512,Parole Board of Canada,Term,78
201512,Patented Medicine Prices Review Board Canada,Casual,2
201512,Patented Medicine Prices Review Board Canada,Indeterminate,60
201512,Patented Medicine Prices Review Board Canada,Term,4
201512,Privy Council Office,Casual,24
201512,Privy Council Office,Indeterminate,644
201512,Privy Council Office,Student,15
201512,Privy Council Office,Term,18
201512,Public Health Agency of Canada,Casual,52
201512,Public Health Agency of Canada,Indeterminate,1867
201512,Public Health Agency of Canada,Student,83
201512,Public Health Agency of Canada,Term,119
201512,Public Prosecution Service of Canada,Casual,10
201512,Public Prosecution Service of Canada,Indeterminate,901
201512,Public Prosecution Service of Canada,Student,1
201512,Public Prosecution Service of Canada,Term,71
201512,Public Safety Canada,Casual,74
201512,Public Safety Canada,Indeterminate,850
201512,Public Safety Canada,Student,65
201512,Public Safety Canada,Term,41
201512,Public Service Commission of Canada,Casual,21
201512,Public Service Commission of Canada,Indeterminate,692
201512,Public Service Commission of Canada,Student,20
201512,Public Service Commission of Canada,Term,9
201512,Public Services and Procurement Canada,Casual,363
201512,Public Services and Procurement Canada,Indeterminate,10568
201512,Public Services and Procurement Canada,Student,280
201512,Public Services and Procurement Canada,Term,633
201512,RCMP External Review Committee,Indeterminate,4
201512,RCMP External Review Committee,Term,2
201512,Registrar of the Supreme Court of Canada,Casual,5
201512,Registrar of the Supreme Court of Canada,Indeterminate,150
201512,Registrar of the Supreme Court of Canada,Student,13
201512,Registrar of the Supreme Court of Canada,Term,34
201512,Royal Canadian Mounted Police (Civilian Staff),Casual,98
201512,Royal Canadian Mounted Police (Civilian Staff),Indeterminate,5806
201512,Royal Canadian Mounted Police (Civilian Staff),Student,72
201512,Royal Canadian Mounted Police (Civilian Staff),Term,481
201512,Science and Engineering Research Canada,Indeterminate,351
201512,Science and Engineering Research Canada,Student,13
201512,Science and Engineering Research Canada,Term,61
201512,Security Intelligence Review Committee,Indeterminate,17
201512,Security Intelligence Review Committee,Student,1
201512,Security Intelligence Review Committee,Term,1
201512,Shared Services Canada,Casual,116
201512,Shared Services Canada,Indeterminate,4650
201512,Shared Services Canada,Student,60
201512,Shared Services Canada,Term,266
201512,Social Sciences and Humanities Research Council of Canada,Indeterminate,172
201512,Social Sciences and Humanities Research Council of Canada,Student,3
201512,Social Sciences and Humanities Research Council of Canada,Term,38
201512,Statistical Survey Operations,Indeterminate,455
201512,Statistical Survey Operations,Term,1263
201512,Statistics Canada,Casual,126
201512,Statistics Canada,Indeterminate,4387
201512,Statistics Canada,Student,187
201512,Statistics Canada,Term,617
201512,Status of Women Canada,Casual,4
201512,Status of Women Canada,Indeterminate,80
201512,Status of Women Canada,Student,2
201512,Status of Women Canada,Term,6
201512,The Correctional Investigator Canada,Casual,1
201512,The Correctional Investigator Canada,Indeterminate,31
201512,The Correctional Investigator Canada,Student,2
201512,The Correctional Investigator Canada,Term,1
201512,Transport Canada,Casual,64
201512,Transport Canada,Indeterminate,5027
201512,Transport Canada,Student,60
201512,Transport Canada,Term,93
201512,Transportation Safety Board of Canada,Casual,6
201512,Transportation Safety Board of Canada,Indeterminate,196
201512,Transportation Safety Board of Canada,Student,1
201512,Transportation Safety Board of Canada,Term,5
201512,Treasury Board of Canada Secretariat,Casual,51
201512,Treasury Board of Canada Secretariat,Indeterminate,1581
201512,Treasury Board of Canada Secretariat,Student,34
